,Date,VOO,MRO,HD,PTC,PKG,WHR,YUM,GIS,PPG,SYY,BIIB,DIS,JNJ,NVDA,GOOGL,AMZN,AAPL,MSFT,VOO_10day_MA,VOO_50day_MA,VOO_200day_MA,MRO_10day_MA,MRO_50day_MA,MRO_200day_MA,HD_10day_MA,HD_50day_MA,HD_200day_MA,PTC_10day_MA,PTC_50day_MA,PTC_200day_MA,PKG_10day_MA,PKG_50day_MA,PKG_200day_MA,WHR_10day_MA,WHR_50day_MA,WHR_200day_MA,YUM_10day_MA,YUM_50day_MA,YUM_200day_MA,GIS_10day_MA,GIS_50day_MA,GIS_200day_MA,PPG_10day_MA,PPG_50day_MA,PPG_200day_MA,SYY_10day_MA,SYY_50day_MA,SYY_200day_MA,BIIB_10day_MA,BIIB_50day_MA,BIIB_200day_MA,DIS_10day_MA,DIS_50day_MA,DIS_200day_MA,JNJ_10day_MA,JNJ_50day_MA,JNJ_200day_MA,NVDA_10day_MA,NVDA_50day_MA,NVDA_200day_MA,GOOGL_10day_MA,GOOGL_50day_MA,GOOGL_200day_MA,AMZN_10day_MA,AMZN_50day_MA,AMZN_200day_MA,AAPL_10day_MA,AAPL_50day_MA,AAPL_200day_MA,MSFT_10day_MA,MSFT_50day_MA,MSFT_200day_MA,VOO_5day_mvg_return,VOO_20day_mvg_return,VOO_260day_mvg_return,MRO_5day_mvg_return,MRO_20day_mvg_return,MRO_260day_mvg_return,HD_5day_mvg_return,HD_20day_mvg_return,HD_260day_mvg_return,PTC_5day_mvg_return,PTC_20day_mvg_return,PTC_260day_mvg_return,PKG_5day_mvg_return,PKG_20day_mvg_return,PKG_260day_mvg_return,WHR_5day_mvg_return,WHR_20day_mvg_return,WHR_260day_mvg_return,YUM_5day_mvg_return,YUM_20day_mvg_return,YUM_260day_mvg_return,GIS_5day_mvg_return,GIS_20day_mvg_return,GIS_260day_mvg_return,PPG_5day_mvg_return,PPG_20day_mvg_return,PPG_260day_mvg_return,SYY_5day_mvg_return,SYY_20day_mvg_return,SYY_260day_mvg_return,BIIB_5day_mvg_return,BIIB_20day_mvg_return,BIIB_260day_mvg_return,DIS_5day_mvg_return,DIS_20day_mvg_return,DIS_260day_mvg_return,JNJ_5day_mvg_return,JNJ_20day_mvg_return,JNJ_260day_mvg_return,NVDA_5day_mvg_return,NVDA_20day_mvg_return,NVDA_260day_mvg_return,GOOGL_5day_mvg_return,GOOGL_20day_mvg_return,GOOGL_260day_mvg_return,AMZN_5day_mvg_return,AMZN_20day_mvg_return,AMZN_260day_mvg_return,AAPL_5day_mvg_return,AAPL_20day_mvg_return,AAPL_260day_mvg_return,MSFT_5day_mvg_return,MSFT_20day_mvg_return,MSFT_260day_mvg_return
0,9/9/2010 0:00,81.65,15.46,22.82,17.91,16.95,56.92,25.49,25.14,28.62,20.49,57.01,29.68,43.42,2.34,238.33,140.38,8.07,18.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9/10/2010 0:00,82.02,15.72,23.03,17.73,17.08,54.87,25.88,25.52,29.22,20.69,57.68,29.75,43.54,2.31,238.31,142.44,8.08,18.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9/13/2010 0:00,83.05,15.69,23.27,18.32,17.33,53.79,26.47,25.14,29.58,20.83,57.81,29.85,43.78,2.44,241.38,145.07,8.19,19.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9/14/2010 0:00,83.04,15.59,23.26,18.23,17.17,54.31,26.46,25.02,29.46,20.67,57.91,29.66,43.97,2.42,240.46,145.75,8.22,19.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9/15/2010 0:00,83.24,15.62,23.23,18.42,17.46,54.65,26.69,25.12,29.58,20.87,58.42,29.8,44.31,2.43,240.56,145.45,8.29,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019101394,,,-0.010243278,,,-0.017649591,,,-0.027687296,,,-0.029209622,,,0.041537054,,,-0.044960659,,,0.000796178,,,-0.032454361,,,-0.018207954,,,-0.02413557,,,-0.004026846,,,-0.020085759,,,-0.037037037,,,-0.009270037,,,-0.034857339,,,-0.026537998,,,-0.044117647,,
5,9/16/2010 0:00,83.21,15.57,23.24,18.35,17.55,54.5,26.63,25.21,29.82,20.93,57.67,29.76,44.49,2.43,240.77,148.13,8.48,19.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014301166,,,0.009633911,,,-0.009036145,,,-0.033787466,,,-0.026780627,,,0.006788991,,,-0.028163725,,,0.012296708,,,-0.020120724,,,-0.011466794,,,0.0001734,,,-0.000336022,,,-0.021353113,,,-0.049382716,,,-0.01021722,,,-0.038412205,,,-0.047169811,,,-0.058823529,,
6,9/17/2010 0:00,83.29,15.38,23.19,18.74,17.68,55.94,26.59,24.82,29.75,20.98,57.92,30.1,44.69,2.42,245.32,148.32,8.44,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002881498,,,0.020156047,,,0.003449763,,,-0.022411953,,,-0.01979638,,,-0.038434036,,,-0.004512975,,,0.012892828,,,-0.005714286,,,-0.007149666,,,-0.001899171,,,-0.008305648,,,-0.020362497,,,0.008264463,,,-0.016060655,,,-0.021912082,,,-0.029620853,,,-0.004545455,,
7,9/20/2010 0:00,84.65,15.73,23.78,19.38,16.84,59.99,27.08,24.82,30,21.28,57.8,30.4,45.07,2.46,254.39,151.3,8.69,19.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019019492,,,-0.008900191,,,-0.021867115,,,-0.059339525,,,0.0195962,,,-0.094682447,,,-0.022895126,,,0.008058018,,,-0.018,,,-0.028665414,,,0.001903114,,,-0.024342105,,,-0.024406479,,,-0.016260163,,,-0.054758442,,,-0.036682089,,,-0.054085155,,,-0.015531062,,
8,9/21/2010 0:00,84.39,15.69,23.99,19.07,16.58,58.93,26.99,24.47,29.81,21.38,58.23,30.05,44.96,2.59,256.99,150.73,8.7,19.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013627207,,,-0.00446144,,,-0.031679867,,,-0.03408495,,,0.053075995,,,-0.072628542,,,-0.011115228,,,0.026563139,,,-0.007715532,,,-0.023854069,,,0.003262923,,,-0.008319468,,,-0.014457295,,,-0.061776062,,,-0.063932449,,,-0.035029523,,,-0.047126437,,,-0.001013171,,
9,9/22/2010 0:00,83.94,15.56,23.96,18.62,16.27,57.51,27.01,25.13,29.76,21.41,54.86,29.61,44.98,2.62,258.26,151.83,8.82,19.32,83.248,,,15.601,,,23.377,,,18.477,,,17.091,,,56.141,,,26.529,,,25.039,,,29.56,,,20.953,,,57.531,,,29.866,,,44.321,,,2.446,,,245.477,,,146.94,,,8.398,,,19.536,,,-0.008696688,,,0.000642674,,,-0.030050083,,,-0.014500537,,,0.078672403,,,-0.052338724,,,-0.014068863,,,0.003183446,,,0.002016129,,,-0.02241943,,,0.051221291,,,0.005065856,,,-0.010893731,,,-0.072519084,,,-0.06772245,,,-0.02436936,,,-0.038548753,,,0.029503106,,
10,9/23/2010 0:00,83.24,15.3,23.93,18.5,16.27,56.98,26.63,24.79,29.5,21.25,55.24,28.85,44.87,2.67,257,152.85,8.86,19.18,83.407,,,15.585,,,23.488,,,18.536,,,17.023,,,56.147,,,26.643,,,25.004,,,29.648,,,21.029,,,57.354,,,29.783,,,44.466,,,2.479,,,247.344,,,148.187,,,8.477,,,19.569,,,0.000600673,,,0.005228758,,,-0.030923527,,,0.012972973,,,0.086662569,,,-0.018252018,,,-0.001502065,,,0.001210165,,,0.008474576,,,-0.012705882,,,0.048515568,,,0.043327556,,,-0.004011589,,,-0.093632959,,,-0.045447471,,,-0.029636899,,,-0.047404063,,,0.032325339,,
11,9/24/2010 0:00,84.94,15.67,24.55,19.13,16.73,59.45,27.03,25.55,30.11,21.56,56.42,29.25,45.11,2.82,263.91,160.73,8.96,19.45,83.699,,,15.58,,,23.64,,,18.676,,,16.988,,,56.605,,,26.758,,,25.007,,,29.737,,,21.116,,,57.228,,,29.733,,,44.623,,,2.53,,,249.904,,,150.016,,,8.565,,,19.642,,,-0.003414175,,,0.003828973,,,-0.031364562,,,0.013068479,,,0.006575015,,,0.009083263,,,0.001849797,,,-0.028571429,,,-0.003653271,,,-0.012987013,,,0.024459412,,,0.039316239,,,-0.000886721,,,-0.127659574,,,-0.036072904,,,-0.058669819,,,-0.030133929,,,0.02622108,,
12,9/27/2010 0:00,84.54,15.66,24.52,18.99,16.86,58.37,26.95,25.21,30.05,21.25,54.79,29,45.03,2.76,265.47,159.37,8.93,19.42,83.848,,,15.577,,,23.765,,,18.743,,,16.941,,,57.063,,,26.806,,,25.014,,,29.784,,,21.158,,,56.926,,,29.648,,,44.748,,,2.562,,,252.313,,,151.446,,,8.639,,,19.613,,,-0.001774308,,,0.001915709,,,-0.021615008,,,0.004212744,,,-0.016607355,,,0.00959397,,,0.00148423,,,-0.029353431,,,-0.007986689,,,0.006117647,,,0.06278518,,,0.036206897,,,-0.001554519,,,-0.061594203,,,-0.031943346,,,-0.054213466,,,-0.025755879,,,0.016477858,,
13,9/28/2010 0:00,85.09,15.81,24.68,19.05,16.96,59.29,26.99,25.36,30.2,21.25,55.42,28.94,45.32,2.75,263.85,159.7,8.8,19.38,84.053,,,15.599,,,23.907,,,18.825,,,16.92,,,57.561,,,26.859,,,25.048,,,29.858,,,21.216,,,56.677,,,29.576,,,44.883,,,2.595,,,254.652,,,152.841,,,8.697,,,19.586,,,-0.013515102,,,-0.015812777,,,-0.02917342,,,-0.022572178,,,-0.040683962,,,-0.030021926,,,0.000741015,,,-0.009069401,,,-0.014569536,,,0.007529412,,,-0.010104655,,,0.023151348,,,-0.007502207,,,-0.047272727,,,-0.02118628,,,-0.0492799,,,0.002272727,,,-0.003095975,,
14,9/29/2010 0:00,84.69,16.06,24.68,19.21,16.86,60.64,26.9,25.3,30.1,21.02,55.36,28.75,45.23,2.73,264.11,158.99,8.81,19.23,84.198,,,15.643,,,24.052,,,18.904,,,16.86,,,58.16,,,26.88,,,25.066,,,29.91,,,21.231,,,56.371,,,29.471,,,44.975,,,2.625,,,257.007,,,154.195,,,8.749,,,19.537,,,-0.017121266,,,-0.04732254,,,-0.030388979,,,-0.036959917,,,-0.034994069,,,-0.060356201,,,-0.010037175,,,-0.020158103,,,-0.019933555,,,0.01094196,,,-0.00216763,,,0.003478261,,,-0.007959319,,,-0.021978022,,,-0.026920601,,,-0.038618781,,,0.005675369,,,-0.002600104,,
15,9/30/2010 0:00,84.56,16.1,24.58,19.54,16.83,60.8,26.77,25.07,30.06,20.69,56.12,28.83,44.97,2.68,263.16,157.06,8.7,19.23,84.333,,,15.696,,,24.186,,,19.023,,,16.788,,,58.79,,,26.894,,,25.052,,,29.934,,,21.207,,,56.216,,,29.378,,,45.023,,,2.65,,,259.246,,,155.088,,,8.771,,,19.471,,,0.004493851,,,-0.026708075,,,-0.001220504,,,-0.0209826,,,-0.005941771,,,-0.022203947,,,0.009712365,,,0.01914639,,,0.00166334,,,0.042049299,,,0.005345688,,,0.014568158,,,0.003113187,,,0.052238806,,,0.002849977,,,0.023366866,,,0.029885057,,,0.011440458,,
16,10/1/2010 0:00,84.85,16.45,24.69,19.44,16.94,60.23,27.02,25.35,30.18,20.73,56.53,29.04,44.82,2.61,263.07,153.71,8.66,19.14,84.489,,,15.803,,,24.336,,,19.093,,,16.714,,,59.219,,,26.937,,,25.105,,,29.977,,,21.182,,,56.077,,,29.272,,,45.036,,,2.669,,,261.021,,,155.627,,,8.793,,,19.405,,,-0.003653506,,,-0.048024316,,,-0.006885379,,,-0.023148148,,,-0.00472255,,,-0.03088162,,,-0.002590674,,,-0.005522682,,,-0.004307488,,,0.025084419,,,-0.030780117,,,-0.00137741,,,0.004685408,,,0.057471264,,,0.009123047,,,0.036822588,,,0.031177829,,,0.014629049,,
17,10/4/2010 0:00,84.13,16.23,24.57,19.4,16.64,60.04,26.98,25.38,29.83,20.55,56.66,28.87,44.76,2.58,261.44,155.39,8.54,18.77,84.437,,,15.853,,,24.415,,,19.095,,,16.694,,,59.224,,,26.927,,,25.161,,,29.96,,,21.109,,,55.963,,,29.119,,,45.005,,,2.681,,,261.726,,,156.036,,,8.778,,,19.286,,,0.011410912,,,-0.025878004,,,0.004477004,,,-0.018041237,,,0.019230769,,,-0.012491672,,,0.000370645,,,-0.000788022,,,0.012403621,,,0.03406326,,,-0.021884928,,,0.002424662,,,0.012511171,,,0.065891473,,,0.009218176,,,0.027736663,,,0.030444965,,,0.032498668,,
18,10/5/2010 0:00,85.98,16.7,24.63,19.97,17.09,62.35,27.2,25.54,30.55,20.85,57.53,29.47,45.58,2.6,269.38,160.87,8.86,19.12,84.596,,,15.954,,,24.479,,,19.185,,,16.745,,,59.566,,,26.948,,,25.268,,,30.034,,,21.056,,,55.893,,,29.061,,,45.067,,,2.682,,,262.965,,,157.05,,,8.794,,,19.224,,,-0.015003489,,,-0.038323353,,,0.002030045,,,-0.038057086,,,-0.013458163,,,-0.027425822,,,-0.011029412,,,-0.009397024,,,-0.014729951,,,0.008153477,,,-0.037719451,,,-0.024431625,,,-0.007678806,,,0.05,,,-0.019563442,,,-0.011686455,,,-0.005643341,,,0.005753138,,
19,10/6/2010 0:00,85.84,17.08,24.63,19.49,17.02,61.51,27.53,25.78,30.87,20.69,56.63,29.37,45.88,2.48,267.44,155.4,8.87,19.18,84.786,,,16.106,,,24.546,,,19.272,,,16.82,,,59.966,,,27,,,25.333,,,30.145,,,20.984,,,56.07,,,29.037,,,45.157,,,2.668,,,263.883,,,157.407,,,8.799,,,19.21,,,-0.014911463,-0.048811743,,-0.057377049,-0.094847775,,-0.002030045,-0.073487617,,0.002565418,-0.081067214,,-0.011163337,-0.004112808,,-0.011542839,-0.074622013,,-0.027606248,-0.074100981,,-0.027540729,-0.024825446,,-0.026239067,-0.072886297,,0,-0.009666506,,-0.009005827,0.006710224,,-0.018386108,0.010554988,,-0.01983435,-0.053618134,,0.080645161,-0.056451613,,-0.01600359,-0.108846844,,0.010682111,-0.096653797,,-0.019165727,-0.090191657,,0.002606882,-0.017205422,
20,10/7/2010 0:00,85.79,16.95,24.63,19.67,16.81,60.5,27.44,25.7,30.78,20.75,57.24,29.54,45.89,2.46,265.27,156.27,8.87,19.26,85.041,,,16.271,,,24.616,,,19.389,,,16.874,,,60.318,,,27.081,,,25.424,,,30.273,,,20.934,,,56.27,,,29.106,,,45.259,,,2.647,,,264.71,,,157.749,,,8.8,,,19.218,,,-0.010956988,-0.043944516,,-0.029498525,-0.072566372,,0.002436054,-0.064961429,,-0.011692933,-0.098627351,,0.007733492,0.016061868,,-0.00446281,-0.093057851,,-0.015306122,-0.056851312,,-0.013618677,-0.007003891,,-0.019493177,-0.050682261,,-0.000963855,-0.002891566,,-0.012403913,0.007686932,,-0.016926202,0.007109005,,-0.023316627,-0.051209414,,0.06097561,-0.06097561,,-0.008293437,-0.101632299,,-0.016381903,-0.088500672,,-0.02367531,-0.089064262,,-0.00623053,-0.028037383,
21,10/8/2010 0:00,86.44,17.26,24.75,19.62,16.65,62.16,27.7,25.56,31.05,20.69,57.59,30.06,45.9,2.49,268.44,155.55,9.02,19.29,85.191,,,16.43,,,24.636,,,19.438,,,16.866,,,60.589,,,27.148,,,25.425,,,30.367,,,20.847,,,56.387,,,29.187,,,45.338,,,2.614,,,265.163,,,157.231,,,8.806,,,19.202,,,-0.026723739,-0.039217955,,-0.05967555,-0.090961761,,-0.007272727,-0.05979798,,-0.011213048,-0.066258919,,-0.000600601,0.040840841,,-0.034105534,-0.13465251,,-0.02599278,-0.044404332,,-0.007042254,-0.016431925,,-0.039291465,-0.047342995,,-0.006766554,0.006766554,,-0.016148637,0.003820108,,-0.039587492,-0.006986028,,-0.024836601,-0.046187364,,0.036144578,-0.020080321,,-0.026076591,-0.100804649,,-0.001028608,-0.067373835,,-0.053215078,-0.092017738,,-0.026956973,0.021772939,
22,10/11/2010 0:00,86.29,17.15,24.67,19.61,16.88,62.38,27.66,25.29,30.97,20.75,57.06,30.11,45.95,2.48,269.69,153.03,9.06,19.31,85.366,,,16.579,,,24.651,,,19.5,,,16.868,,,60.99,,,27.219,,,25.433,,,30.459,,,20.797,,,56.614,,,29.298,,,45.43,,,2.586,,,265.585,,,156.597,,,8.819,,,19.191,,,-0.003592537,-0.037663692,,-0.026239067,-0.090962099,,-0.001621403,-0.057154439,,0.018357981,-0.070372259,,0.012440758,0.017180095,,-0.000480923,-0.129368387,,-0.016630513,-0.043383948,,0.00988533,-0.010676157,,-0.013561511,-0.048756861,,0.004819277,-0.003855422,,0.008236944,0.0148966,,-0.021255397,-0.014945201,,-0.008052231,-0.043090316,,0.048387097,-0.024193548,,-0.001149468,-0.1083837,,0.051231785,-0.047572371,,-0.022075055,-0.092715232,,-0.009839461,0.017607457,
23,10/12/2010 0:00,86.79,17.16,24.37,19.75,16.81,63.29,27.84,25.48,31.17,20.73,56.93,30.03,45.94,2.53,270.97,156.48,9.15,19.49,85.536,,,16.714,,,24.62,,,19.57,,,16.853,,,61.39,,,27.304,,,25.445,,,30.556,,,20.745,,,56.765,,,29.407,,,45.492,,,2.564,,,266.297,,,156.275,,,8.854,,,19.202,,,-0.010945962,-0.04090333,,-0.004662005,-0.08974359,,0.010668855,-0.046778826,,-0.013164557,-0.067341772,,0.012492564,0.03866746,,-0.028124506,-0.136514457,,-0.011135057,-0.041307471,,0.01177394,-0.014128728,,-0.009624639,-0.051010587,,-0.001929571,0.006753497,,-0.005269629,0.026172493,,-0.021978022,-0.007659008,,-0.001306051,-0.035481062,,-0.019762846,-0.039525692,,-0.013027272,-0.112226446,,-0.00690184,-0.070488241,,-0.030601093,-0.093989071,,-0.015905593,0.011800924,
24,10/13/2010 0:00,87.31,17.36,24.06,20,17.28,65.07,28.02,25.91,31.48,20.96,57.19,30.41,46.15,2.6,271.92,155.17,9.2,19.89,85.798,,,16.844,,,24.558,,,19.649,,,16.895,,,61.833,,,27.416,,,25.506,,,30.694,,,20.739,,,56.948,,,29.573,,,45.584,,,2.551,,,267.078,,,155.893,,,8.893,,,19.268,,,-0.017409231,-0.046959111,,-0.023617512,-0.103110599,,0.023690773,-0.034081463,,-0.0165,-0.0825,,-0.027199074,0.015625,,-0.070232058,-0.162440449,,-0.0206995,-0.049607423,,-0.008104979,-0.027016596,,-0.022236341,-0.052731893,,-0.010019084,-0.001431298,,0.000874279,0.008393076,,-0.02860901,-0.021374548,,-0.005633803,-0.035969664,,-0.053846154,-0.065384615,,-0.024455722,-0.114555752,,0.007088999,-0.045369595,,-0.035869565,-0.07826087,,-0.031674208,0,
25,10/14/2010 0:00,86.99,17.28,23.91,20.16,17.36,63.42,28.29,25.75,31.52,21.1,56.98,30.36,46.27,2.56,270.74,155.53,9.27,19.81,86.041,,,16.962,,,24.491,,,19.711,,,16.948,,,62.095,,,27.568,,,25.574,,,30.84,,,20.78,,,57.034,,,29.726,,,45.714,,,2.539,,,267.836,,,155.74,,,8.95,,,19.326,,,-0.006322566,-0.042533625,,-0.001157407,-0.109953704,,0.035131744,-0.030112923,,-0.026785714,-0.070436508,,-0.040898618,0.01843318,,-0.01986755,-0.117943866,,-0.020855426,-0.060091905,,-0.007378641,-0.036116505,,-0.014911168,-0.056154822,,-0.01943128,-0.005687204,,0.010705511,0.016497016,,-0.009881423,-0.0085639,,-0.007996542,-0.034147396,,-0.02734375,-0.0546875,,-0.008495235,-0.093890818,,0.000128593,-0.046357616,,-0.026968716,-0.089536138,,-0.026249369,-0.000504796,
26,10/15/2010 0:00,87.15,17.39,23.82,20.17,17.55,63.38,28.54,25.77,31.7,21.18,57.66,30.38,46.14,2.59,301.03,164.64,9.65,20.05,86.271,,,17.056,,,24.404,,,19.784,,,17.009,,,62.41,,,27.72,,,25.616,,,30.992,,,20.825,,,57.147,,,29.86,,,45.846,,,2.537,,,271.632,,,156.833,,,9.049,,,19.417,,,-0.009868044,-0.028686173,,-0.013801035,-0.095457159,,0.035684299,-0.001679261,,-0.027764006,-0.03916708,,-0.038176638,-0.04045584,,-0.015777848,-0.053486904,,-0.030833917,-0.051156272,,-0.01862631,-0.036864571,,-0.023028391,-0.05362776,,-0.020302172,0.004721435,,-0.010405827,0.002428026,,-0.008887426,0.000658328,,-0.004117902,-0.02319029,,-0.042471042,-0.05019305,,-0.104109225,-0.154934724,,-0.070517493,-0.081025267,,-0.061139896,-0.099481865,,-0.036907731,-0.004488778,
27,10/18/2010 0:00,87.78,17.45,23.69,20.26,17.68,64.4,28.41,25.86,31.74,21.18,58.53,30.27,46.35,2.61,309.16,163.56,9.75,20.27,86.636,,,17.178,,,24.316,,,19.87,,,17.113,,,62.846,,,27.863,,,25.664,,,31.183,,,20.888,,,57.334,,,30,,,46.005,,,2.54,,,276.404,,,157.65,,,9.17,,,19.567,,,-0.011278195,-0.038619275,,-0.016618911,-0.100859599,,0.028704095,0.012663571,,-0.025172754,-0.058736426,,-0.049208145,-0.062217195,,-0.017236025,-0.084937888,,-0.020063358,-0.049982401,,-0.014694509,-0.053750967,,-0.017958412,-0.060806553,,-0.021246459,0.009442871,,-0.027336409,-0.005125577,,-0.007928642,-0.007267922,,-0.008845739,-0.029989213,,-0.030651341,-0.007662835,,-0.12352827,-0.168747574,,-0.043286867,-0.078442162,,-0.061538462,-0.107692308,,-0.038480513,-0.026147015,
28,10/19/2010 0:00,86.39,17.08,23.6,20.05,16.88,64.28,27.87,25.65,31.28,20.88,58.27,29.82,45.94,2.59,304.22,158.67,9.49,19.71,86.677,,,17.216,,,24.213,,,19.878,,,17.092,,,63.039,,,27.93,,,25.675,,,31.256,,,20.891,,,57.408,,,30.035,,,46.041,,,2.539,,,279.888,,,157.43,,,9.233,,,19.626,,,0.010649381,-0.028359764,,0.016393443,-0.088992974,,0.019491525,0.015254237,,-0.002493766,-0.071321696,,0.023696682,-0.036137441,,0.012289981,-0.105320473,,0.005382131,-0.030857553,,0.010136452,-0.020272904,,0.006393862,-0.04859335,,0.003831418,0.025383142,,-0.018534409,-0.05852068,,0.019785379,-0.007042254,,0.00457118,-0.020896822,,0.003861004,0.011583012,,-0.106173164,-0.15107488,,-0.02205836,-0.043108338,,-0.030558483,-0.070600632,,0.00913242,-0.01978691,
29,10/20/2010 0:00,87.31,17.36,23.85,20.31,17.37,63.9,28.3,25.69,31.98,21.06,58.66,30.16,46.17,2.59,304.29,158.67,9.52,19.87,86.824,,,17.244,,,24.135,,,19.96,,,17.127,,,63.278,,,28.007,,,25.666,,,31.367,,,20.928,,,57.611,,,30.114,,,46.07,,,2.55,,,283.573,,,157.757,,,9.298,,,19.695,,,-0.003665101,-0.046615508,,-0.004608295,-0.118663594,,0.002515723,0.003354298,,-0.007385524,-0.089118661,,-0.000575705,-0.063327576,,-0.007511737,-0.10829421,,-0.000353357,-0.059010601,,0.002335539,-0.035033087,,-0.01438399,-0.077548468,,0.001899335,0.009021842,,-0.028639618,-0.05830208,,0.0066313,-0.043435013,,0.002165909,-0.028156812,,-0.011583012,0.030888031,,-0.110256663,-0.155410957,,-0.0197895,-0.036679902,,-0.026260504,-0.069327731,,-0.003019628,-0.034725717,
30,10/21/2010 0:00,87.44,17.29,24.68,20.28,17.17,64.25,28.51,25.66,31.66,21.29,58.31,30.21,46.45,2.55,306.3,164.97,9.49,19.96,86.989,,,17.278,,,24.14,,,20.021,,,17.163,,,63.653,,,28.114,,,25.662,,,31.455,,,20.982,,,57.718,,,30.181,,,46.126,,,2.559,,,287.676,,,158.627,,,9.36,,,19.765,,,-0.00331656,-0.028591034,,0.00578369,-0.093695778,,-0.034846029,-0.005267423,,-0.005424063,-0.056706114,,0.022131625,-0.025626092,,-0.013540856,-0.074708171,,0.001052262,-0.05191161,,0.004286828,-0.004286828,,0.001263424,-0.048957675,,-0.005166745,0.01268201,,-0.011147316,-0.032412965,,0.005627276,-0.031777557,,-0.006673843,-0.028848224,,0.015686275,0.105882353,,-0.017205354,-0.138393732,,-0.002000364,-0.025701643,,0.016859852,-0.055848261,,0.004509018,-0.025551102,
31,10/22/2010 0:00,87.65,17.32,24.43,20.6,17.5,64.25,28.96,25.78,31.56,21.44,58.75,30.46,46.32,2.71,306.57,169.13,9.43,19.93,87.11,,,17.284,,,24.108,,,20.119,,,17.248,,,63.862,,,28.24,,,25.684,,,31.506,,,21.057,,,57.834,,,30.221,,,46.168,,,2.581,,,291.489,,,159.985,,,9.401,,,19.829,,,0.001483172,-0.035482031,,0.007505774,-0.095842956,,-0.030290626,0.003683995,,-0.016504854,-0.07815534,,0.010285714,-0.036571429,,0.00233463,-0.09151751,,-0.018991713,-0.069406077,,0.003103181,-0.022110163,,0.005703422,-0.047845374,,-0.012126866,-0.00886194,,-0.003744681,-0.067404255,,-0.006237689,-0.047931714,,0.000647668,-0.027849741,,-0.036900369,0.018450185,,0.008448315,-0.134063998,,-0.032933247,-0.057707089,,0.033934252,-0.053022269,,0.017059709,-0.025589563,
32,10/25/2010 0:00,87.91,17.46,24.37,20.85,17.71,63.69,29.15,25.92,31.93,21.43,59.9,30.89,46.44,2.74,308.56,169,9.47,19.78,87.272,,,17.315,,,24.078,,,20.243,,,17.331,,,63.993,,,28.389,,,25.747,,,31.602,,,21.125,,,58.118,,,30.299,,,46.217,,,2.607,,,295.376,,,161.582,,,9.442,,,19.876,,,-0.017290411,-0.032078262,,-0.021764032,-0.094501718,,-0.031596225,0.012720558,,-0.038369305,-0.086330935,,-0.046866177,-0.042348955,,0.009263621,-0.069084629,,-0.043910806,-0.074099485,,-0.010416667,-0.021604938,,-0.020357031,-0.054181021,,-0.025664956,-0.00839944,,-0.02721202,-0.074791319,,-0.034639042,-0.063127226,,-0.010766581,-0.02411714,,-0.054744526,0.003649635,,-0.014065336,-0.144898885,,-0.06112426,-0.055029586,,0.002111932,-0.070749736,,-0.003538928,-0.020222447,
33,10/26/2010 0:00,87.89,17.32,24.28,20.77,17.68,63.47,29.1,25.85,31.92,21.4,59.99,31.32,46.34,2.73,309.61,169.95,9.45,20.33,87.382,,,17.331,,,24.069,,,20.345,,,17.418,,,64.011,,,28.515,,,25.784,,,31.677,,,21.192,,,58.424,,,30.428,,,46.257,,,2.627,,,299.24,,,162.929,,,9.472,,,19.96,,,-0.006599158,-0.036409148,,0.002309469,-0.072748268,,-0.017710049,0.016474465,,-0.022147328,-0.075108329,,-0.017533937,-0.04638009,,0.006774854,-0.044587994,,-0.027491409,-0.075601375,,-0.006189555,-0.021276596,,0.001879699,-0.057017544,,-0.01588785,-0.017757009,,-0.022170362,-0.07717953,,-0.037037037,-0.082056194,,-0.003668537,-0.023953388,,-0.051282051,0,,-0.017182908,-0.146959078,,-0.066372462,-0.064489556,,0.007407407,-0.067724868,,-0.02262666,-0.054107231,
